project id,name,url,category,subcategory,location,status,goal,pledged,funded percentage,backers,funded date,levels,reward levels,updates,comments,duration
4555597,Child of War,http://www.kickstarter.com/projects/1464718152/child-of-war,Film & Video,Short Film,"La Mirada, CA",successful,1000,1320,1.32,23,"Mon, 02 Apr 2012 04:00:00 -0000",6,"$10,$50,$100,$300,$500,$1,000",1,0,38.15
4593643,The Search,http://www.kickstarter.com/projects/1489809560/the-search,Film & Video,Short Film,"Toledo, OH",failed,5000,2181,0.4362,21,"Tue, 06 Mar 2012 00:00:00 -0000",12,"$1,$5,$10,$20,$35,$50,$75,$100,$150,$200,$500,$1,000",1,0,45.93
4614388,Down and Out in the Magic Kingdom,http://www.kickstarter.com/projects/dmwl/down-and-out-in-the-magic-kingdom-0,Film & Video,Film &amp; Video,"San Diego, CA",failed,25000,173,0.00692,6,"Wed, 20 Jul 2011 22:21:18 -0000",11,"$1,$5,$10,$15,$25,$35,$50,$100,$200,$500,$1,000",0,4,90
4631360,Five Alive! The Musical at Edinburgh Fringe!,http://www.kickstarter.com/projects/1825193880/five-alive-the-musical-at-edinburgh-fringe,Theater,Theater,"Brooklyn, NY",successful,1500,1835,1.223333333,15,"Wed, 20 Jul 2011 16:00:00 -0000",6,"$10,$25,$50,$100,$200,$500",1,0,36.8
4675246,The art 4 youth project.,http://www.kickstarter.com/projects/1029846501/the-art-4-youth-project,Art,Painting,"Muskogee, OK",live,800,910,1.1375,13,"Fri, 08 Jun 2012 17:41:05 -0000",3,"$5,$50,$100",2,0,30
4684967,Brooklyn Pop-Up Show: VULNERABLE,http://www.kickstarter.com/projects/229collective/brooklyn-pop-up-show-vulnerable,Art,Art,"Brooklyn, NY",successful,500,563,1.126,25,"Fri, 06 Apr 2012 16:31:08 -0000",4,"$5,$25,$50,$150",2,0,27.96
4690123,Fund a Big Band Christmas with The Haynes Sisters!,http://www.kickstarter.com/projects/1870894922/fund-a-big-band-christmas-with-the-haynes-sisters,Music,Pop,"Denton, TX",failed,10000,4845,0.4845,86,"Wed, 01 Jun 2011 22:00:00 -0000",4,"$10,$100,$500,$1,000",2,3,60.39
4719237,Indie Music Website (iTunes for Indie Musicians),http://www.kickstarter.com/projects/binarykollective/indie-music-website-itunes-for-indie-musicians,Music,Indie Rock,,failed,10000,10,0.001,1,"Thu, 01 Oct 2009 06:19:00 -0000",3,"$1,$20,$100",0,0,29.98
4722839,3D Plus - Glasses-free 3D for iPhone,http://www.kickstarter.com/projects/1144176189/3d-plus-glasses-free-3d-for-iphone,Technology,Technology,"Chicago, IL",failed,15000,205,0.013666667,7,"Mon, 10 Oct 2011 18:14:04 -0000",5,"$1,$25,$35,$60,$80",0,0,30
4732285,Insiders/Out: Exploring Outsider Art in America,http://www.kickstarter.com/projects/insidersout/insiders-out-exploring-outsider-art-in-america-0,Art,Art,,successful,2000,2000,0.99983,30,"Thu, 08 Jul 2010 21:39:00 -0000",13,"$1,$5,$10,$15,$20,$25,$35,$50,$75,$100,$150,$200,$500",4,1,42.97
4928727,Joel-Peter Witkin: An Objective Eye,http://www.kickstarter.com/projects/15748394/joel-peter-witkin-an-objective-eye-0,Film & Video,Documentary,"Los Angeles, CA",failed,25000,210,0.0084,4,"Sun, 11 Sep 2011 23:33:07 -0000",9,"$1,$10,$15,$30,$50,$75,$100,$500,$1,000",0,0,45
4936851,World's First Talking &amp; Singing Custom Name Drinking Straws,http://www.kickstarter.com/projects/317641096/worlds-first-talking-and-singing-custom-name-drink,Design,Product Design,"San Antonio, TX",failed,55000,10078,0.183236364,6,"Sun, 20 Nov 2011 22:19:39 -0000",12,"$1,$10,$25,$50,$100,$250,$500,$1,000,$2,500,$5,000,$10,000,$10,000",0,0,16.04
4947903,The People and Places of Reno,http://www.kickstarter.com/projects/1668656172/the-people-and-places-of-reno,Publishing,Journalism,"Reno, NV",failed,7000,250,0.035714286,4,"Mon, 30 Apr 2012 11:59:00 -0000",7,"$15,$25,$100,$200,$300,$500,$1,000",6,0,31.91
4948516,STRANGE POSITIONING SYSTEMS (SPS) - A global live streaming performance project,http://www.kickstarter.com/projects/sps/strange-positioning-systems-sps-a-global-live-stre,Art,Performance Art,,failed,8500,695,0.081764706,15,"Fri, 20 Aug 2010 21:37:00 -0000",10,"$10,$25,$50,$75,$100,$250,$500,$600,$1,000,$1,500",3,1,42.19
5034133,American Portrait Journey on the last Kodachrome film,http://www.kickstarter.com/projects/1562627640/american-portrait-journey-on-the-last-kodachrome-f,Photography,Photography,"Chicago, IL",failed,20000,1200,0.06,4,"Mon, 13 Sep 2010 20:56:47 -0000",3,"$100,$500,$1,000",0,2,30
5082851,The Busker Documentary,http://www.kickstarter.com/projects/buskerdoc/the-busker-documentary,Film & Video,Documentary,"Seattle, WA",successful,7500,7804,1.040533333,91,"Tue, 08 Mar 2011 07:44:25 -0000",10,"$2,$5,$10,$25,$50,$100,$250,$1,000,$2,500,$5,000",17,12,30
5099660,First Free Haitian Creole OpenStreetMap Book,http://www.kickstarter.com/projects/wonderchook/first-free-haiti-creole-openstreetmap-book,Technology,Technology,"Port Au Prince, Haiti",successful,2000,2577,1.2885,75,"Wed, 30 May 2012 23:37:54 -0000",6,"$15,$30,$30,$60,$100,$1,000",2,1,21
5217919,Mom Wants To Take Our Music on the Road!,http://www.kickstarter.com/projects/1523963915/mom-wants-to-take-our-music-on-the-road,Music,Indie Rock,"San Francisco, CA",successful,3000,3150,1.05,50,"Thu, 21 Apr 2011 22:59:45 -0000",7,"$10,$20,$40,$75,$125,$200,$500",1,0,31
5224779,"Peephole's debut full-length album, &quot;Silverdome&quot;",http://www.kickstarter.com/projects/1643942696/peepholes-debut-full-length-album-silverdome,Music,Country & Folk,"Brooklyn, NY",successful,3500,3630,1.037142857,94,"Sat, 22 Jan 2011 22:32:43 -0000",12,"$1,$5,$15,$25,$35,$50,$100,$200,$500,$1,000,$2,000,$3,000",6,3,30
